Session ID,Title,Type,Day/Date,Time,Room,Topic,Keywords,Brief,Link
S81492,Disney’s Robotic Characters: From the Screen to Reality via Physical AI,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,San Jose CPA,,,"The translation of animated characters like Olaf, or the design of characters like our BDX Droids, requires balancing artistic fidelity with the constraints of the physical world. This talk explores how these robotic characters achieve that balance through the integration of modular mechatronics ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81492/
S81503,"The State of the Art of Quantum Chemistry on GPUs: EXESS, Exascale, and Floating-Point Emulation on Blackwell",Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC LL21E (LL),,,"Quantum chemistry has long been the gold standard for molecular accuracy—and the bottleneck for scale. This session presents EXESS, a GPU-native quantum chemistry platform that establishes the state of the art of quantum chemistry on GPUs. Building on ACM Gordon Bell Prize–winning work, EXESS ach...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81503/
S81584,Autonomous AI Factories: A Technical Preview of Agent-Native Production,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC LL21CD (LL),,,"For two decades, the ""self-healing system"" was just a theory. Today, it's an architectural reality. This session unveils the blueprint for the fully autonomous AI factory—a cognitive system where fleets of specialized agents replace static operations such as issues detection and troubleshooting t...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81584/
S81590,Learn how New AI Coding Agents and Tools Unlock GPU Performance for Everyone,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC 211BD (L2),,,"Whether you're hand-tuning CUDA kernels for the latest GPUs or vibe-coding your way to the next great AI app, intelligent developer tools are here to help. This session will put you on the fast track to bug-free GPU-accelerated code by introducing the latest developer tool technologies from NVIDI...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81590/
CWES81591,Tile Programming for GPUs,Connect with the Experts,"Tuesday, March 17",9:00 a.m. - 9:50 a.m. PDT,Connect With the Experts Pod C (L2),,,"Bring your questions about performance portability, integration with existing frameworks, and migrating from traditional SIMT kernels for an in-depth discussion of when and how to use each model effectively. Connect with CUDA experts who can help you navigate the new generation of tile-based GPU ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81591/
CWES81591,Tile Programming for GPUs,Connect with the Experts,"Wednesday, March 18",3:00 p.m. - 3:50 p.m. PDT,Connect With the Experts Pod C (L2),,,"Bring your questions about performance portability, integration with existing frameworks, and migrating from traditional SIMT kernels for an in-depth discussion of when and how to use each model effectively. Connect with CUDA experts who can help you navigate the new generation of tile-based GPU ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81591/
S81610,"The Agentic Revolution for Specialty Care, Powered by AI for Better Lives and Bottom Lines",Lightning Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC LL21F (LL),,,"Agentic AI and generative AI are not just incremental upgrades—they represent a fundamental paradigm shift in healthcare, transforming myriad medical specialties in their own unique ways. From managing complex cancer pathways to scaling mental health support, autonomous AI agents are moving beyon...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81610/
CWES81615,Inter-GPU Communication Techniques and Libraries for HPC and AI,Connect with the Experts,"Tuesday, March 17",9:00 a.m. - 9:50 a.m. PDT,Connect With the Experts Pod F (L2),,,"Discuss with experts everything related to inter-GPU communication through NVLink, Infiniband, or other networks. We'll cover all communication libraries: MPI, NCCL, NIXL, NVSHMEM and UCX. This is the perfect place to discuss performance benefits of CUDA stream/graph aware communication, GPU/Kern...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81615/
CWES81615,Inter-GPU Communication Techniques and Libraries for HPC and AI,Connect with the Experts,"Thursday, March 19",9:00 a.m. - 9:50 a.m. PDT,Connect With the Experts Pod B (L2),,,"Discuss with experts everything related to inter-GPU communication through NVLink, Infiniband, or other networks. We'll cover all communication libraries: MPI, NCCL, NIXL, NVSHMEM and UCX. This is the perfect place to discuss performance benefits of CUDA stream/graph aware communication, GPU/Kern...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81615/
S81623,Build High-Performance Financial AI: Achieve Microsecond Latency and Scalable LLM Inference,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,Marriott - Ballroom Salon IV (L2),,,"Discover how financial institutions can accelerate real-time decision-making with high-performance AI systems built on NVIDIA’s Grace Hopper Superchip, H200 NVL, and RTX 6000 Blackwell GPUs. This session showcases breakthrough performance in time series forecasting, real-time inference, and retri...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81623/
S81630,Beyond the Basics: OpenUSD for Advanced Physical AI Simulation,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"Universal Scene Description (OpenUSD) is the foundational 3D data framework of NVIDIA’s physical AI technology stack, serving as a standard across industries for building digital twins and AI in 3D worlds. As the underlying technology for NVIDIA Omniverse libraries, Isaac Sim, and SimReady assets...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81630/
S81677,Building the Intelligent Control Plane for Medical Imaging,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC LL21AB (LL),,,"A shortage of scalable clinical expertise is becoming healthcare’s limiting factor, not access to imaging hardware. In this session, Taha Kass-Hout, Global Chief Science and Technology Officer at GE HealthCare, will share architecture patterns for an intelligent control plane where multimodal mod...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81677/
S81690,Transform Content Delivery With Generative AI at the Edge,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC 230A (L2),,,"As AI reshapes digital experiences, content delivery needs a major transformation. Traditional networks built for static caching can’t meet real-time, personalized expectations. Modern applications require generative AI inference at the edge, close to users and data, to meet strict performance, p...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81690/
S81719,"Nemotron Unpacked: Build, Fine-Tune, and Deploy NVIDIA's Open Models",Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC LL20CD (LL),,,"Hear from NVIDIA’s VP of Applied Deep Learning Research the story of NVIDIA Nemotron—an open-source ecosystem for the full AI life cycle. NVIDIA Nemotron is a collection of multi-modal and reasoning models, datasets, and training techniques designed to leverage NVIDIA’s experience in accelerated ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81719/
S81737,Game Agent Models - Picking & perfecting the right AI models for your gaming applications,Tutorial,"Tuesday, March 17",9:00 a.m. - 10:30 a.m. PDT,Marriott - Ballroom Salon I-II (L2),,,"As developer approaches to in-game agentic AI become more advanced, standard off-the-shelf models often fall short. Game developers frequently seek expertise in developing and customizing the most suitable models for their specific applications, as well as optimizing these models for peak perform...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81737/
CWES81759,Quantum Computing and AI,Connect with the Experts,"Tuesday, March 17",9:00 a.m. - 9:50 a.m. PDT,Connect With the Experts Pod A (L2),,,Join us to discuss how AI is driving key breakthroughs in quantum computing. From discovering new quantum algorithms with generative AI and building AI-based quantum error correction decoders to enabling the low-latency integration of QPUs and AI supercomputing with NVQLink — whatever your intere...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81759/
CWES81759,Quantum Computing and AI,Connect with the Experts,"Wednesday, March 18",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod C (L2),,,Join us to discuss how AI is driving key breakthroughs in quantum computing. From discovering new quantum algorithms with generative AI and building AI-based quantum error correction decoders to enabling the low-latency integration of QPUs and AI supercomputing with NVQLink — whatever your intere...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81759/
S81793,Build Gigascale AI Factories With Next-Generation Rack-Scale Systems,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC LL20AB (LL),,,"The next generation of AI models is driving unprecedented compute consumption, exposing the limitations of traditional system architectures. Enterprises are now evolving data center designs to support new rack-scale architectures for modern inference, as well as large-scale training optimized for...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81793/
S81833,Optimize Performance of Vision AI Models on the Edge,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC 211AC (L2),,,As vision AI continues to expand into real-world applications—from multi-modal systems like vision language models (VLMs) to depth-aware robotics using stereo vision—optimizing model performance on edge devices has become mission-critical. This talk dives into practical strategies for deploying h...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81833/
S81999,Immersive Robotics Teleop 101: Standardize Large-Scale Data Collection and Processing Pipeline ,Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,SJCC 212AC (L2),,,"Learn to build scalable data pipelines for training robot policies using Teleop Core, an open-source framework that unifies simulation and real-world teleoperation. We will demonstrate how to standardize integrations with human interface devices such as PICO headsets and controller to accelerate ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81999/
S82139,"From Idle to Optimized: Managing GPUs, Kubernetes, and Automated Compute at Scale (Presented by HPE) ",Sponsored Talk,"Tuesday, March 17",9:00 a.m. - 9:40 a.m. PDT,Hilton Almaden 1&2 (L1),,,"As AI workloads grow in size and complexity, infrastructure teams are under pressure to deliver high GPU utilization, predictable performance, and strong operational controls across a mix of Kubernetes and bare-metal environments. Limited visibility into GPU behavior can quickly lead to inefficie...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82139/
CWES82142,How to Design and Build Gigawatt Scale AI Factories,Connect with the Experts,"Tuesday, March 17",9:00 a.m. - 9:50 a.m. PDT,Connect With the Experts Pod B (L2),,,"Designing gigawatt-scale AI factories requires a shift from bespoke construction to standardized, modular architecture. This session introduces DSX, NVIDIA’s modular reference design for large-scale AI infrastructure. We move beyond traditional data center design to a purpose-built framework opti...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82142/
CWES82142,How to Design and Build Gigawatt Scale AI Factories,Connect with the Experts,"Wednesday, March 18",2:00 p.m. - 2:50 p.m. PDT,Connect With the Experts Pod F (L2),,,"Designing gigawatt-scale AI factories requires a shift from bespoke construction to standardized, modular architecture. This session introduces DSX, NVIDIA’s modular reference design for large-scale AI infrastructure. We move beyond traditional data center design to a purpose-built framework opti...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82142/
